address_line_1,address_line_2,city,fax,friday_close,friday_open,has_beer_cold_room,has_bilingual_services,has_parking,has_product_consultant,has_special_occasion_permits,has_tasting_bar,has_transit_access,has_vintages_corner,has_wheelchair_accessability,id,inventory_count,inventory_price,inventory_volume_in_milliliters,is_dead,lat,long,monday_close,monday_open,name,postal_code,products_count,saturday_close,saturday_open,store_no,sunday_close,sunday_open,tags,telephone,thursday_close,thursday_open,tuesday_close,tuesday_open,wednesday_close,wednesday_open
1005 Ottawa Street North Unit a,Stanley Park Plaza,Kitchener,(519) 893-8637,1320.0,600.0,False,False,True,True,True,False,True,True,True,544,45255,73633123,37401783,False,43.4495,-80.4439,1320.0,600.0,Ottawa & River,N2A1H2,2553,1320.0,600.0,544,1080.0,660.0,ottawa river 1005 street north unit a stanley park plaza kitchener n2a1h2,(519) 893-6921,1320.0,600.0,1320.0,600.0,1320.0,600.0
75 Centennial Parkway North,Unit 6C,Stoney Creek,(905) 560-4977,1320.0,570.0,False,False,True,True,True,False,True,True,True,545,61678,96774293,48837379,False,43.2319,-79.7634,1320.0,570.0,Centennial & Queenston,L8E2P2,2928,1320.0,570.0,545,1080.0,660.0,centennial queenston 75 parkway north unit 6c stoney creek l8e2p2,(905) 560-4970,1320.0,570.0,1320.0,570.0,1320.0,570.0
1800 Sheppard Avenue East,"Po Box 2080, Fairview Mall",North York,(416) 491-0471,1260.0,600.0,False,True,True,False,False,False,True,True,True,546,43530,83153559,36158746,False,43.7786,-79.345,1260.0,600.0,Don Mills & Sheppard,M2J5A7,2473,1260.0,600.0,546,1080.0,660.0,don mills sheppard 1800 avenue east po box 2080 fairview mall toronto north toronto-north torontonorth york m2j5a7,(416) 491-0470,1260.0,600.0,1260.0,600.0,1260.0,600.0
111 Albert Street Unit 117,World Exchange Plaza,Ottawa,(613) 233-1316,1200.0,570.0,False,True,True,True,False,False,True,True,True,547,22995,31929881,16723586,False,45.4215,-75.6972,1080.0,570.0,Albert & Metcalfe,K1P1A5,1320,1080.0,570.0,547,1080.0,660.0,albert metcalfe 111 street unit 117 world exchange plaza ottawa k1p1a5,(613) 233-0394,1200.0,570.0,1080.0,570.0,1080.0,570.0
210 Caesar Road,P.O. Box 61,Belmont,(519) 644-1933,1260.0,600.0,True,False,True,False,True,False,False,False,True,548,12364,15446519,13054424,False,42.8823,-81.0847,1080.0,600.0,Caesar Road & Main Street,N0L1B0,814,1080.0,600.0,548,1080.0,660.0,caesar road main street 210 po box 61 belmont n0l1b0,(519) 644-1500,1080.0,600.0,1080.0,600.0,1080.0,600.0
324 Highland Road West Unit 6,Highland Road Plaza,Kitchener,(519) 745-9791,1320.0,600.0,False,False,True,True,True,False,True,True,True,549,65282,106916776,51785168,False,43.4392,-80.51,1320.0,600.0,Highland & Westmount,N2M5G2,3000,1320.0,600.0,549,1080.0,660.0,highland westmount 324 road west unit 6 plaza kitchener n2m5g2,(519) 745-8781,1320.0,600.0,1320.0,600.0,1320.0,600.0
71 Main Street South,Po Box 219,Bayfield,(519) 565-5508,1260.0,600.0,True,False,True,False,True,False,False,True,True,550,21228,30258606,21602518,False,43.5635,-81.6965,1080.0,600.0,The Square and Hwy #21,N0M1G0,1426,1080.0,600.0,550,1080.0,660.0,the square and hwy #21 71 main street south po box 219 bayfield n0m1g0,(519) 565-2444,1080.0,600.0,1080.0,600.0,1080.0,600.0
3041 Walkers Line,,Burlington,(905) 331-1380,1260.0,600.0,True,False,True,True,False,False,True,True,True,551,33539,61518295,26401810,False,43.3934,-79.8238,1260.0,600.0,Walkers Line & Dundas St,L7M0W3,2357,1260.0,600.0,551,1080.0,660.0,walkers line dundas st 3041 burlington l7m0w3,(905) 331-5792,1260.0,600.0,1260.0,600.0,1260.0,600.0
3140 Hwy. 69 North,"Unit 24, Val Est Shopping Mall",Val Caron,(705) 897-6500,1260.0,600.0,True,True,False,False,True,True,False,False,False,552,18592,28663668,18287353,False,46.6129,-81.0067,1080.0,600.0,Hwy. 64 & 575,P3N1G3,1072,1080.0,600.0,552,1080.0,660.0,hwy 64 575 3140 69 north unit 24 val est shopping mall caron p3n1g3,(705) 897-5500,1260.0,600.0,1080.0,600.0,1080.0,600.0
1750 the Queensway,,Etobicoke,(416) 620-0562,1260.0,600.0,False,True,True,True,True,True,True,True,True,553,52938,90399518,41552301,False,43.6147,-79.5577,1260.0,600.0,Queensway & 427,M9C5H5,2634,1260.0,600.0,553,1080.0,660.0,queensway 427 1750 the toronto etobicoke toronto-etobicoke torontoetobicoke m9c5h5,(416) 620-5390,1260.0,600.0,1260.0,600.0,1260.0,600.0
12300 Yonge Street,,Richmond Hill,(905) 773-5429,1260.0,600.0,True,False,False,True,False,False,True,True,False,554,52287,99167247,37449046,False,43.9271,-79.4516,1260.0,600.0,Yonge Street & Stouffville Road,L4E0W5,3461,1260.0,600.0,554,1080.0,660.0,yonge street stouffville road 12300 richmond hill l4e0w5,(905) 773-5275,1260.0,600.0,1260.0,600.0,1260.0,600.0
"9970 Airport Rd.,",,Brampton,(905) 792-8980,1320.0,570.0,False,True,True,True,True,False,True,True,True,555,47523,95379453,40069412,False,43.7619,-79.7212,1320.0,570.0,Airport & Bovaird,L6S0C5,2396,1320.0,570.0,555,1080.0,660.0,airport bovaird 9970 rd brampton l6s0c5,(905) 792-7010,1320.0,570.0,1320.0,570.0,1320.0,570.0
499 Terry Fox Drive,,Kanata,(613) 592-2371,1320.0,570.0,True,True,True,True,True,True,True,True,True,556,72192,121235941,53276967,False,45.3098,-75.9226,1320.0,570.0,Terry Fox & Campeau,K2T1H7,3439,1320.0,570.0,556,1080.0,660.0,terry fox campeau 499 drive ottawa kanata ottawa-kanata ottawakanata k2t1h7,(613) 592-1849,1320.0,570.0,1320.0,570.0,1320.0,570.0
25846 Hwy 35,Po Box Group 14,Dwight,(705) 635-2891,1080.0,600.0,True,False,True,False,False,False,True,True,True,557,11006,18572450,11867703,False,45.3221,-78.9942,,,Hwy. 35 & 60,P0A1H0,905,1080.0,600.0,557,1080.0,660.0,hwy 35 60 25846 po box group 14 dwight p0a1h0,(705) 635-2891,1080.0,600.0,1080.0,600.0,1080.0,600.0
93 Main Street West,P.O. Box 640,Norwich,(519) 863-3710,1200.0,600.0,False,False,True,False,True,False,False,False,True,558,14012,23039984,12223320,False,42.9862,-80.6051,1080.0,600.0,Florence & Main Street West,N0J1P0,842,1080.0,600.0,558,1080.0,660.0,florence main street west 93 po box 640 norwich n0j1p0,(519) 863-3710,1080.0,600.0,1080.0,600.0,1080.0,600.0
300 King George Road,Brantford Mall,Brantford,(519) 756-5249,1260.0,600.0,False,False,True,False,True,False,True,True,True,559,35607,52439355,29713540,False,43.1832,-80.2811,1260.0,600.0,King George Road & Powerline Rd,N3R5L8,2051,1260.0,600.0,559,1080.0,660.0,king george road powerline rd 300 brantford mall n3r5l8,(519) 756-3712,1260.0,600.0,1260.0,600.0,1260.0,600.0
144 Albert Street,P.O. Box 119,Victoria Harbour,(705) 534-2992,1080.0,600.0,True,False,True,False,True,False,False,False,True,560,11283,16192871,10912414,False,44.7509,-79.7761,1080.0,600.0,John & Albert Street,L0K2A0,727,1080.0,600.0,560,1080.0,660.0,john albert street 144 po box 119 victoria harbour l0k2a0,(705) 534-3626,1080.0,600.0,1080.0,600.0,1080.0,600.0
1976 Lakehurst Road,General Delivery,Buckhorn,(705) 657-3211,1200.0,570.0,True,False,True,False,False,False,True,True,True,561,15098,20444105,17806488,False,44.5569,-78.3491,1080.0,570.0,Kings Hwy. 36 & 507,K0L1J0,942,1080.0,570.0,561,1080.0,660.0,kings hwy 36 507 1976 lakehurst road general delivery buckhorn k0l1j0,(705) 657-3211,1080.0,570.0,1080.0,570.0,1080.0,570.0
25 Cameron Street East,P.O. Box 449,Cannington,(705) 432-2178,1200.0,570.0,True,False,True,False,False,False,False,False,True,562,17606,22097870,17268235,False,44.3502,-79.0377,1080.0,570.0,Hwy. 12 & Cameron Street East,L0E1E0,1068,1080.0,570.0,562,1080.0,660.0,hwy 12 cameron street east 25 po box 449 cannington l0e1e0,(705) 432-2841,1080.0,570.0,1080.0,570.0,1080.0,570.0
555 Rossland Road East,Rossland Square,Oshawa,(905) 579-9885,1260.0,570.0,False,False,True,False,False,False,True,False,True,563,32468,46700059,28062107,False,43.9194,-78.8494,1260.0,570.0,Rossland & Wilson,L1K1K8,1633,1260.0,570.0,563,1080.0,660.0,rossland wilson 555 road east square oshawa l1k1k8,(905) 579-6563,1260.0,570.0,1260.0,570.0,1260.0,570.0
2946 Finch Avenue East,Village Square,Scarborough,(416) 497-7827,1260.0,600.0,False,True,True,False,False,True,True,False,True,564,36200,55260054,28704390,False,43.7942,-79.3295,1260.0,600.0,Victoria Park & Finch,M1W2T4,1785,1260.0,600.0,564,1080.0,660.0,victoria park finch 2946 avenue east village square toronto scarborough toronto-scarborough torontoscarborough m1w2t4,(416) 497-2253,1260.0,600.0,1260.0,600.0,1260.0,600.0
4 Goderich Road,P.O. Box 340,Spanish,(705) 844-2244,1080.0,600.0,True,True,True,False,False,False,True,False,True,565,7713,12168671,10839194,False,46.1939,-82.343,,,Hwy 17 East,P0P2A0,490,1080.0,600.0,565,,,hwy 17 east 4 goderich road po box 340 spanish p0p2a0,(705) 844-2244,1080.0,600.0,1080.0,600.0,1080.0,600.0
3365 Fairview Street,,Burlington,(905) 637-6330,1260.0,600.0,False,False,True,True,True,True,True,True,True,566,48699,72353490,41657358,False,43.3554,-79.7858,1260.0,600.0,Fairview & Walker's Line,L7N3N9,2436,1260.0,600.0,566,1080.0,660.0,fairview walker's walkers line 3365 street burlington l7n3n9,(905) 637-3248,1260.0,600.0,1260.0,600.0,1260.0,600.0
99 Industrial Road,P.O. Box 188,Thamesville,(519) 692-5078,1260.0,600.0,True,False,True,False,True,False,False,False,True,567,11348,19217757,17527845,False,42.5549,-81.9835,1080.0,600.0,Hwy. 2 & 21,N0P2K0,701,1080.0,600.0,567,1080.0,660.0,hwy 2 21 99 industrial road po box 188 thamesville n0p2k0,(519) 692-5078,1080.0,600.0,1080.0,600.0,1080.0,600.0
595 Bay Street,Lower Concourse,Toronto,(416) 979-0988,1320.0,600.0,False,True,False,False,True,True,True,True,True,568,72031,97700759,49385111,False,43.6564,-79.3815,1260.0,600.0,Yonge & Dundas,M5G2C2,2502,1320.0,600.0,568,1080.0,660.0,yonge dundas 595 bay street lower concourse toronto central toronto-central torontocentral m5g2c2,(416) 979-9978,1320.0,600.0,1320.0,600.0,1320.0,600.0
6065 Hazeldean Road,,Stittsville,(613) 836-6152,1320.0,570.0,False,True,True,True,True,True,True,True,True,569,62805,109562582,49748114,False,45.2721,-75.9316,1320.0,570.0,Hazeldean & Main,K2S1B9,2887,1320.0,570.0,569,1080.0,660.0,hazeldean main 6065 road stittsville k2s1b9,(613) 836-3063,1320.0,570.0,1320.0,570.0,1320.0,570.0
906 Water Street,P.O. Box #94,Warsaw,(705) 652-7400,1200.0,570.0,False,False,True,False,False,False,False,False,True,570,7872,10635142,8933523,False,44.4307,-78.1376,1080.0,570.0,Water & Mill Street,K0L3A0,582,1080.0,570.0,570,1080.0,660.0,water mill street 906 po box #94 warsaw k0l3a0,(705) 652-7400,1080.0,570.0,1080.0,570.0,1080.0,570.0
"2 King Street West, Unit #405",Lloyd D. Jackson Square,Hamilton,(905) 529-9384,1260.0,570.0,False,True,False,False,True,False,True,True,True,571,37718,32660800,28170621,False,43.2572,-79.8693,1200.0,570.0,King & James,L8P1A1,1089,1200.0,570.0,571,1020.0,720.0,king james 2 street west unit #405 lloyd d jackson square hamilton l8p1a1,(905) 529-7414,1200.0,570.0,1200.0,570.0,1200.0,570.0
1245 Dupont Street,Galleria Shopping Centre,Toronto,(416) 537-1600,1260.0,600.0,False,True,True,False,True,True,True,False,True,572,41284,56115740,30904781,False,43.6675,-79.441,1260.0,600.0,Dupont & Dufferin,M6H2A6,1712,1260.0,600.0,572,1080.0,660.0,dupont dufferin 1245 street galleria shopping centre toronto central toronto-central torontocentral m6h2a6,(416) 537-1600,1260.0,600.0,1260.0,600.0,1260.0,600.0
2000 Appleby Line,Unit F1,Burlington,(905) 336-6203,1320.0,570.0,False,False,True,True,True,True,True,True,True,573,50829,87211119,40374779,False,43.3933,-79.7917,1320.0,570.0,Appleby & Upper Middle Rd,L7L6M6,3012,1320.0,570.0,573,1080.0,660.0,appleby upper middle rd 2000 line unit f1 burlington l7l6m6,(905) 336-6200,1320.0,570.0,1320.0,570.0,1320.0,570.0
234 Yonge Street,P.O. Box 76,Bonfield,(705) 776-7769,1080.0,600.0,False,True,True,False,False,False,True,False,True,574,8368,12031616,10904679,False,46.2358,-79.145,1080.0,600.0,Yonge St & James St,P0H1E0,444,1080.0,600.0,574,1080.0,660.0,yonge st james 234 street po box 76 bonfield p0h1e0,(705) 776-7769,1080.0,600.0,,,1080.0,600.0
1073 Wellington Road South,,London,(519) 681-4229,1320.0,600.0,False,True,True,True,True,True,True,True,True,575,49462,83815071,40302255,False,42.9349,-81.2243,1260.0,600.0,Wellington & Bradley,N6E1W4,2848,1320.0,600.0,575,1080.0,660.0,wellington bradley 1073 road south london n6e1w4,(519) 681-4242,1320.0,600.0,1260.0,600.0,1260.0,600.0
24 - 5 Amanda Street,"P.O. Box 368, Amanda Centre",Coniston,(705) 694-4542,1260.0,600.0,False,True,True,False,False,False,True,False,True,576,9676,14372802,8801761,False,46.4945,-80.8462,1080.0,600.0,Hwy. 17 & 2Nd Avenue,P0M1M0,768,1080.0,600.0,576,1080.0,660.0,hwy 17 2nd avenue 24 -  5 amanda street po box 368 centre coniston p0m1m0,(705) 694-4542,1080.0,600.0,1080.0,600.0,1080.0,600.0
33A Highway 11,P.O. Box 112,Moonbeam,(705) 367-2388,1080.0,600.0,False,True,True,False,False,False,False,False,True,577,5224,8079766,7058333,False,49.3433,-82.1569,,,Hwy 11 & Government Road,P0L1V0,488,1080.0,600.0,577,,,hwy 11 government road 33a highway po box 112 moonbeam p0l1v0,(705) 367-2388,1080.0,600.0,1080.0,600.0,1080.0,600.0
578 Main Street West,P.O. Box 180,Winchester,(613) 774-3648,1200.0,570.0,True,True,True,False,True,False,False,False,True,578,14952,22109400,16724808,False,45.0908,-75.3612,1080.0,570.0,Main Street & Hwy. 31,K0C2K0,926,1080.0,570.0,578,1080.0,660.0,main street hwy 31 578 west po box 180 winchester k0c2k0,(613) 774-3648,1080.0,570.0,1080.0,570.0,1080.0,570.0
293 Coldwater Road,Country Fair Plaza,Orillia,(705) 325-0147,1260.0,600.0,False,False,True,False,True,False,True,True,True,579,50679,81491094,44522934,False,44.6094,-79.4393,1260.0,600.0,Hwy. 12B & 11,L3V3M1,2771,1260.0,600.0,579,1080.0,660.0,hwy 12b 11 293 coldwater road country fair plaza orillia l3v3m1,(705) 325-9413,1260.0,600.0,1260.0,600.0,1260.0,600.0
3991 Highway 7,,Markham,(905) -       ,1260.0,600.0,True,False,True,True,False,False,True,True,False,580,50694,101514088,39154286,False,43.8574,-79.3225,1260.0,600.0,Hwy 7 & Birchmount / Village Pkwy,L3R5M6,2913,1260.0,600.0,580,1080.0,660.0,hwy 7 birchmount village pkwy 3991 highway markham l3r5m6,(905) 479-9612,1260.0,600.0,1260.0,600.0,1260.0,600.0
King Street South,P.O. Box 129,Brechin,(705) 484-5390,1260.0,570.0,True,False,True,False,False,False,True,True,True,581,14747,22730221,17580772,False,44.5447,-79.1752,1080.0,570.0,Hwy. 12 & Gladstone Avenue,L0K1B0,1014,1140.0,570.0,581,1080.0,660.0,hwy 12 gladstone avenue king street south po box 129 brechin l0k1b0,(705) 484-0012,1080.0,570.0,1080.0,570.0,1080.0,570.0
611 Main Street,Sauble Beach,Sauble Beach,(519) 422-3519,1200.0,600.0,False,False,True,False,False,False,False,False,True,582,13167,18546439,10671506,False,44.6302,-81.2633,1080.0,600.0,Main & Sauble Falls Pkwy,N0H2G0,943,1080.0,600.0,582,1080.0,660.0,main sauble falls pkwy 611 street beach n0h2g0,(519) 422-2004,1080.0,600.0,1080.0,600.0,1080.0,600.0
22 Main Street South,,Grand Valley,(519) 928-3400,1260.0,570.0,False,False,True,False,True,False,False,False,False,583,7683,11566758,9140386,False,43.8983,-80.3151,1080.0,570.0,Hwy. 9 & 25,L9W5V4,644,1080.0,570.0,583,1080.0,660.0,hwy 9 25 22 main street south grand valley l9w5v4,(519) 928-3400,1080.0,570.0,1080.0,570.0,1080.0,570.0
1571 Sandhurst Circle,Woodside Square Plaza,Scarborough,(416) 335-0630,1260.0,600.0,False,True,True,False,True,False,True,True,True,584,30049,53024334,25213652,False,43.8084,-79.2701,1260.0,600.0,Mccowan & Finch,M1V1V2,1544,1260.0,600.0,584,1080.0,660.0,mccowan finch 1571 sandhurst circle woodside square plaza toronto scarborough toronto-scarborough torontoscarborough m1v1v2,(416) 291-1638,1260.0,600.0,1260.0,600.0,1260.0,600.0
9720 Markham Road,,Markham,(905) 201-8730,1260.0,600.0,True,False,True,True,False,False,True,True,True,585,52115,112362631,39584797,False,43.9021,-79.2668,1260.0,600.0,Markham Road & Bur Oak,L6E0H8,2977,1260.0,600.0,585,1080.0,660.0,markham road bur oak 9720 l6e0h8,(905) 201-9743,1260.0,600.0,1260.0,600.0,1260.0,600.0
5389 Ferry Street,Ferry Street Plaza,Niagara Falls,(905) 357-3007,1320.0,570.0,False,False,True,True,True,True,True,True,True,586,48140,78840367,39970583,False,43.0897,-79.0833,1320.0,570.0,Ferry & Stanley,L2G1R9,2616,1320.0,570.0,586,1080.0,660.0,ferry stanley 5389 street plaza niagara falls l2g1r9,(905) 357-4360,1320.0,570.0,1320.0,570.0,1320.0,570.0
74 Thickson Road South,,Whitby,(905) 665-3138,1320.0,570.0,True,False,True,True,False,False,True,True,True,587,55255,93128135,44214292,False,43.8846,-78.9127,1320.0,570.0,Thickson & Dundas,L1N7T2,2734,1320.0,570.0,587,1080.0,660.0,thickson dundas 74 road south whitby l1n7t2,(905) 665-3244,1320.0,570.0,1320.0,570.0,1320.0,570.0
10442 Hwy. 17,Box 340,Verner,(705) -       ,1080.0,600.0,True,True,True,False,False,False,True,False,True,588,5278,8597743,6495889,False,46.4134,-80.1289,,,Hwy. 17 West & Cote Street,P0H2M0,481,1080.0,600.0,588,1080.0,660.0,hwy 17 west cote street 10442 box 340 verner p0h2m0,(705) 594-2254,1080.0,600.0,1080.0,600.0,1080.0,600.0
6487 Jeanne D'Arc Boulevard,Convent Glen Shopping Center,Orleans,(613) 824-5422,1260.0,570.0,False,True,True,False,True,True,True,True,True,589,32598,50930748,27093509,False,45.4798,-75.5372,1260.0,570.0,Orleans & Jeanne D'Arc,K1C2R1,1728,1260.0,570.0,589,1080.0,660.0,orleans jeanne d'arc darc 6487 boulevard convent glen shopping center ottawa ottawa-orleans ottawaorleans k1c2r1,(613) 824-8115,1260.0,570.0,1260.0,570.0,1260.0,570.0
3075 Highway 7 East,,Markham,(905) 940-2101,1260.0,600.0,False,False,True,True,True,False,True,True,True,590,73632,138769523,54553249,False,43.8497,-79.3562,1260.0,600.0,Hwy 7 & Woodbine,L3R5Y5,3526,1260.0,600.0,590,1080.0,660.0,hwy 7 woodbine 3075 highway east markham l3r5y5,(905) 940-2768,1260.0,600.0,1260.0,600.0,1260.0,600.0
"4475 London Line, Reeces Corners",P.O. Box 587 Wyoming,Reeces Corners,(519) 845-0120,1080.0,600.0,True,False,True,False,True,False,False,False,True,591,10398,16138783,15716214,False,42.9789,-82.1203,1080.0,600.0,Se Corner Oil Heritage&Lambton County 22,N0N1T0,659,1080.0,600.0,591,,,se corner oil heritage lambton county 22 4475 london line reeces corners po box 587 wyoming n0n1t0,(519) 845-0120,1080.0,600.0,1080.0,600.0,1080.0,600.0
1240 Commissioners Road West,,London,(519) 473-5989,1260.0,600.0,False,True,True,True,True,True,True,True,True,593,44311,72862556,36358958,False,42.9581,-81.331,1260.0,600.0,Commissioners West & Boler,N6K1C7,2451,1260.0,600.0,593,1080.0,660.0,commissioners west boler 1240 road london n6k1c7,(519) 473-9612,1260.0,600.0,1260.0,600.0,1260.0,600.0
5087 Rice Lake Drive North,Box 507,Bewdley,(905) 797-2077,1200.0,570.0,True,False,True,False,False,True,False,False,True,594,13969,18887137,13905174,False,44.0893,-78.3211,1080.0,570.0,Rice Lake Drive & Lake Street,K0L1E0,949,1080.0,570.0,594,1080.0,660.0,rice lake drive street 5087 north box 507 bewdley k0l1e0,(905) 797-2077,1080.0,570.0,1080.0,570.0,1080.0,570.0
7 Church Street,General Delivery,Dunchurch,(705) 389-3023,1080.0,600.0,True,False,True,False,False,False,False,True,True,595,7651,12194011,9661254,False,45.645,-79.854,1080.0,600.0,Hwy. 124 & Hwy 520,P0A1G0,577,1080.0,600.0,595,1080.0,660.0,hwy 124 520 7 church street general delivery dunchurch p0a1g0,(705) 389-3023,1080.0,600.0,1080.0,600.0,,
17 Hastings Road,,Pefferlaw,(705) -       ,1200.0,570.0,True,False,True,False,False,False,True,False,True,596,13177,21057502,16659507,False,44.3144,-79.2046,1080.0,570.0,Hwy 48 & Pefferlaw Rd,L0E1N0,861,1080.0,570.0,596,1080.0,660.0,hwy 48 pefferlaw rd 17 hastings road l0e1n0,(705) 437-2900,1080.0,570.0,1080.0,570.0,1080.0,570.0
35 Lapasse Road,,Beachburg,(613) 582-3975,1080.0,570.0,False,True,True,False,False,False,False,False,True,597,7770,11004523,7973604,False,45.736,-76.8636,,,Beachburg Road & Lapasse Road,K0J1C0,542,1080.0,570.0,597,,,beachburg road lapasse 35 k0j1c0,(613) 582-3975,1080.0,570.0,1080.0,570.0,1080.0,570.0
540-1200 St. Laurent Blvd,St Laurent Shopping Center,Ottawa,(613) 744-8745,1260.0,570.0,False,True,True,False,False,False,False,True,True,598,14235,15602981,10299197,False,45.423,-75.6385,1260.0,570.0,St Laurent & Queensway,K1K3B8,643,1260.0,570.0,598,1020.0,660.0,st laurent queensway 540 1200 540-1200 5401200 blvd shopping center ottawa k1k3b8,(613) 744-4690,1260.0,570.0,1260.0,570.0,1260.0,570.0
16000 Airport Road,,Caledon,(905) 584-5414,1260.0,570.0,False,False,True,False,True,True,False,False,True,599,17446,24271826,17118640,False,43.87,-79.8672,1200.0,570.0,Church St & Airport Rd,L7C1E8,1272,1260.0,570.0,599,1080.0,660.0,church st airport rd 16000 road caledon l7c1e8,(905) 584-9455,1260.0,570.0,1200.0,570.0,1260.0,570.0
100 Clementine Dr.,,Brampton,(905) 456-1901,1320.0,570.0,False,True,True,False,True,False,True,True,True,601,48207,84991601,42220776,False,43.6454,-79.7552,1320.0,570.0,Mavis & Steeles,L6Y0L8,2256,1320.0,570.0,601,1080.0,660.0,mavis steeles 100 clementine dr brampton l6y0l8,(905) 456-2101,1320.0,570.0,1320.0,570.0,1320.0,570.0
1095 Arthur Street West,,Thunder Bay,(807) 473-4083,1320.0,600.0,False,False,True,True,True,False,True,True,True,602,66440,114932742,57052817,False,48.3814,-89.3076,1320.0,600.0,Arthur St W & Neebing W,P7E5R8,3172,1320.0,600.0,602,1080.0,660.0,arthur st w neebing 1095 street west thunder bay p7e5r8,(807) 475-4833,1320.0,600.0,1320.0,600.0,1320.0,600.0
408 Lyndock Street,P.O. Box 936,Corunna,(519) 862-3456,1200.0,600.0,False,False,True,False,True,False,False,False,True,603,12326,17875522,10148248,False,42.8883,-82.453,1080.0,600.0,Hill & Lyndock Street,N0N1G0,797,1080.0,600.0,603,1080.0,660.0,hill lyndock street 408 po box 936 corunna n0n1g0,(519) 862-3456,1080.0,600.0,1080.0,600.0,1080.0,600.0
524 Hwy 64,P.O. Box 219,Alban,(705) -       ,1080.0,600.0,True,True,True,False,True,False,False,False,True,604,7793,13554883,12497112,False,46.1043,-80.6333,1080.0,600.0,Hwy. 69 & 64,P0M1A0,586,1080.0,600.0,604,1080.0,660.0,hwy 69 64 524 po box 219 alban p0m1a0,(705) 857-2185,1080.0,600.0,1080.0,600.0,,
1465 Innisfil Beach Road,Unit #7,Innisfil,(705) 436-7424,1260.0,600.0,True,False,True,False,True,False,False,True,True,605,34195,55715775,29152730,False,44.3085,-79.5743,1260.0,600.0,Innisfil Beach Rd & 20Th Sr,L9S4B2,2407,1260.0,600.0,605,1080.0,660.0,innisfil beach rd 20th sr 1465 road unit #7 l9s4b2,(705) 436-7182,1260.0,600.0,1260.0,600.0,1260.0,600.0
"#1 Ferndale Road,",P.O. Box 130,Lion's Head,(519) 793-6080,1080.0,600.0,True,False,True,False,False,False,False,False,True,606,10563,13700171,12378241,False,44.9808,-81.2518,1080.0,600.0,Ferndale & Main,N0H1W0,742,1080.0,600.0,606,1080.0,660.0,ferndale main #1 road po box 130 lion's lions head n0h1w0,(519) 793-3355,1080.0,600.0,1080.0,600.0,1080.0,600.0
1007 Gooderham Street,"Box #157, Gereral Delivery",Gooderham,(705) 447-2557,1200.0,570.0,False,False,True,False,False,False,True,False,True,607,6542,8187072,5816084,False,44.9067,-78.3804,1080.0,570.0,Hwy 503 and 507,K0M1R0,480,1080.0,570.0,607,1080.0,660.0,hwy 503 and 507 1007 gooderham street box #157 gereral delivery k0m1r0,(705) 447-2557,1080.0,570.0,1080.0,570.0,1080.0,570.0
779 Ney Avenue,,Port Mcnicoll,(705) 534-4234,1080.0,600.0,True,False,True,False,False,False,True,False,False,608,3757,6303508,4856579,False,44.7454,-79.8072,,,Talbot & Ney Avenue,L0K1R0,284,1080.0,600.0,608,,,talbot ney avenue 779 port mcnicoll l0k1r0,(705) 534-4234,1080.0,600.0,1080.0,600.0,1080.0,600.0
1111 Elgin Street West,Unit Fs2,Cobourg,(905) -       ,1260.0,570.0,True,False,False,True,True,False,True,True,True,609,61313,98296395,50103384,False,43.9704,-78.2021,1260.0,570.0,Elgin St. West and Rogers Road,K9A5H7,3117,1260.0,570.0,609,1080.0,660.0,elgin st west and rogers road 1111 street unit fs2 cobourg k9a5h7,(905) 372-5283,1260.0,570.0,1260.0,570.0,1260.0,570.0
"1 Industrial Road, Unit B",P.O. Box 239,Teeswater,(519) 392-8481,1200.0,600.0,True,False,True,False,False,False,False,False,True,610,8076,12164243,9795728,False,43.9934,-81.2851,,,Industrial Road & Clinton Street,N0G2S0,569,1080.0,600.0,610,,,industrial road clinton street 1 unit b po box 239 teeswater n0g2s0,(519) 392-6837,1080.0,600.0,1080.0,600.0,1080.0,600.0
646 Drum Road,Canada Post Office Box #250,Pontypool,(705) 277-3131,1080.0,570.0,False,False,True,False,False,False,True,False,True,611,8345,10708725,9493213,False,44.1004,-78.6286,1080.0,570.0,John & Manvers East,L0A1K0,578,1080.0,570.0,611,,,john manvers east 646 drum road canada post office box #250 pontypool l0a1k0,(705) 277-3131,1080.0,570.0,1080.0,570.0,1080.0,570.0
17240 Hwy 27,,Schomberg,(905) 939-8100,1260.0,570.0,False,False,True,False,True,False,False,True,True,612,24856,36426815,19432785,False,44.0037,-79.6779,1080.0,570.0,Hwy. 27 & 9,L0G1T0,1494,1080.0,570.0,612,1080.0,660.0,hwy 27 9 17240 schomberg l0g1t0,(905) 939-8191,1260.0,570.0,1080.0,570.0,1080.0,570.0
10403 Hwy 124,Po Box 222,Sundridge,(705) 384-7000,1140.0,600.0,True,False,True,False,False,False,True,True,True,613,10557,15080211,12462082,False,45.7703,-79.3939,1080.0,600.0,Hwy 124 & Paget Street,P0A1Z0,750,1080.0,600.0,613,,,hwy 124 paget street 10403 po box 222 sundridge p0a1z0,(705) 384-7000,1080.0,600.0,1080.0,600.0,1080.0,600.0
